DocId,Namespace,Type,Member,browser,linux,osx,win
M:System.DirectoryServices.Protocols.ExtendedRequest.get_RequestName,System.DirectoryServices.Protocols,ExtendedRequest,get_RequestName(),X,,,
M:System.DirectoryServices.Protocols.ExtendedRequest.get_RequestValue,System.DirectoryServices.Protocols,ExtendedRequest,get_RequestValue(),X,,,
M:System.DirectoryServices.Protocols.ExtendedRequest.set_RequestName(System.String),System.DirectoryServices.Protocols,ExtendedRequest,set_RequestName(String),X,,,
M:System.DirectoryServices.Protocols.ExtendedRequest.set_RequestValue(System.Byte[]),System.DirectoryServices.Protocols,ExtendedRequest,set_RequestValue(Byte[]),X,,,
M:System.DirectoryServices.Protocols.ExtendedResponse.get_ResponseName,System.DirectoryServices.Protocols,ExtendedResponse,get_ResponseName(),X,,,
M:System.DirectoryServices.Protocols.ExtendedResponse.get_ResponseValue,System.DirectoryServices.Protocols,ExtendedResponse,get_ResponseValue(),X,,,
M:System.DirectoryServices.Protocols.LazyCommitControl.#ctor,System.DirectoryServices.Protocols,LazyCommitControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.#ctor(System.DirectoryServices.Protocols.LdapDirectoryIdentifier),System.DirectoryServices.Protocols,LdapConnection,.ctor(LdapDirectoryIdentifier),X,,,
"M:System.DirectoryServices.Protocols.LdapConnection.#ctor(System.DirectoryServices.Protocols.LdapDirectoryIdentifier,System.Net.NetworkCredential)",System.DirectoryServices.Protocols,LdapConnection,".ctor(LdapDirectoryIdentifier, NetworkCredential)",X,,,
"M:System.DirectoryServices.Protocols.LdapConnection.#ctor(System.DirectoryServices.Protocols.LdapDirectoryIdentifier,System.Net.NetworkCredential,System.DirectoryServices.Protocols.AuthType)",System.DirectoryServices.Protocols,LdapConnection,".ctor(LdapDirectoryIdentifier, NetworkCredential, AuthType)",X,,,
M:System.DirectoryServices.Protocols.LdapConnection.#ctor(System.String),System.DirectoryServices.Protocols,LdapConnection,.ctor(String),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.Abort(System.IAsyncResult),System.DirectoryServices.Protocols,LdapConnection,Abort(IAsyncResult),X,,,
"M:System.DirectoryServices.Protocols.LdapConnection.BeginSendRequest(System.DirectoryServices.Protocols.DirectoryRequest,System.DirectoryServices.Protocols.PartialResultProcessing,System.AsyncCallback,System.Object)",System.DirectoryServices.Protocols,LdapConnection,"BeginSendRequest(DirectoryRequest, PartialResultProcessing, AsyncCallback, Object)",X,,,
"M:System.DirectoryServices.Protocols.LdapConnection.BeginSendRequest(System.DirectoryServices.Protocols.DirectoryRequest,System.TimeSpan,System.DirectoryServices.Protocols.PartialResultProcessing,System.AsyncCallback,System.Object)",System.DirectoryServices.Protocols,LdapConnection,"BeginSendRequest(DirectoryRequest, TimeSpan, PartialResultProcessing, AsyncCallback, Object)",X,,,
M:System.DirectoryServices.Protocols.LdapConnection.Bind,System.DirectoryServices.Protocols,LdapConnection,Bind(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.Bind(System.Net.NetworkCredential),System.DirectoryServices.Protocols,LdapConnection,Bind(NetworkCredential),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.EndSendRequest(System.IAsyncResult),System.DirectoryServices.Protocols,LdapConnection,EndSendRequest(IAsyncResult),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.get_AuthType,System.DirectoryServices.Protocols,LdapConnection,get_AuthType(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.get_AutoBind,System.DirectoryServices.Protocols,LdapConnection,get_AutoBind(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.get_SessionOptions,System.DirectoryServices.Protocols,LdapConnection,get_SessionOptions(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.get_Timeout,System.DirectoryServices.Protocols,LdapConnection,get_Timeout(),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.GetPartialResults(System.IAsyncResult),System.DirectoryServices.Protocols,LdapConnection,GetPartialResults(IAsyncResult),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.SendRequest(System.DirectoryServices.Protocols.DirectoryRequest),System.DirectoryServices.Protocols,LdapConnection,SendRequest(DirectoryRequest),X,,,
"M:System.DirectoryServices.Protocols.LdapConnection.SendRequest(System.DirectoryServices.Protocols.DirectoryRequest,System.TimeSpan)",System.DirectoryServices.Protocols,LdapConnection,"SendRequest(DirectoryRequest, TimeSpan)",X,,,
M:System.DirectoryServices.Protocols.LdapConnection.set_AuthType(System.DirectoryServices.Protocols.AuthType),System.DirectoryServices.Protocols,LdapConnection,set_AuthType(AuthType),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.set_AutoBind(System.Boolean),System.DirectoryServices.Protocols,LdapConnection,set_AutoBind(Boolean),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.set_Credential(System.Net.NetworkCredential),System.DirectoryServices.Protocols,LdapConnection,set_Credential(NetworkCredential),X,,,
M:System.DirectoryServices.Protocols.LdapConnection.set_Timeout(System.TimeSpan),System.DirectoryServices.Protocols,LdapConnection,set_Timeout(TimeSpan),X,,,
M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String),System.DirectoryServices.Protocols,LdapDirectoryIdentifier,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String,System.Boolean,System.Boolean)",System.DirectoryServices.Protocols,LdapDirectoryIdentifier,".ctor(String, Boolean, Boolean)",X,,,
"M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String,System.Int32)",System.DirectoryServices.Protocols,LdapDirectoryIdentifier,".ctor(String, Int32)",X,,,
"M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String,System.Int32,System.Boolean,System.Boolean)",System.DirectoryServices.Protocols,LdapDirectoryIdentifier,".ctor(String, Int32, Boolean, Boolean)",X,,,
"M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String[],System.Boolean,System.Boolean)",System.DirectoryServices.Protocols,LdapDirectoryIdentifier,".ctor(String[], Boolean, Boolean)",X,,,
"M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.#ctor(System.String[],System.Int32,System.Boolean,System.Boolean)",System.DirectoryServices.Protocols,LdapDirectoryIdentifier,".ctor(String[], Int32, Boolean, Boolean)",X,,,
M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.get_Connectionless,System.DirectoryServices.Protocols,LdapDirectoryIdentifier,get_Connectionless(),X,,,
M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.get_FullyQualifiedDnsHostName,System.DirectoryServices.Protocols,LdapDirectoryIdentifier,get_FullyQualifiedDnsHostName(),X,,,
M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.get_PortNumber,System.DirectoryServices.Protocols,LdapDirectoryIdentifier,get_PortNumber(),X,,,
M:System.DirectoryServices.Protocols.LdapDirectoryIdentifier.get_Servers,System.DirectoryServices.Protocols,LdapDirectoryIdentifier,get_Servers(),X,,,
M:System.DirectoryServices.Protocols.LdapException.#ctor,System.DirectoryServices.Protocols,LdapException,.ctor(),X,,,
M:System.DirectoryServices.Protocols.LdapException.#ctor(System.Int32),System.DirectoryServices.Protocols,LdapException,.ctor(Int32),X,,,
"M:System.DirectoryServices.Protocols.LdapException.#ctor(System.Int32,System.String)",System.DirectoryServices.Protocols,LdapException,".ctor(Int32, String)",X,,,
"M:System.DirectoryServices.Protocols.LdapException.#ctor(System.Int32,System.String,System.Exception)",System.DirectoryServices.Protocols,LdapException,".ctor(Int32, String, Exception)",X,,,
"M:System.DirectoryServices.Protocols.LdapException.#ctor(System.Int32,System.String,System.String)",System.DirectoryServices.Protocols,LdapException,".ctor(Int32, String, String)",X,,,
"M:System.DirectoryServices.Protocols.LdapException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,LdapException,".ctor(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.LdapException.#ctor(System.String),System.DirectoryServices.Protocols,LdapException,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.LdapException.#ctor(System.String,System.Exception)",System.DirectoryServices.Protocols,LdapException,".ctor(String, Exception)",X,,,
M:System.DirectoryServices.Protocols.LdapException.get_ErrorCode,System.DirectoryServices.Protocols,LdapException,get_ErrorCode(),X,,,
M:System.DirectoryServices.Protocols.LdapException.get_PartialResults,System.DirectoryServices.Protocols,LdapException,get_PartialResults(),X,,,
M:System.DirectoryServices.Protocols.LdapException.get_ServerErrorMessage,System.DirectoryServices.Protocols,LdapException,get_ServerErrorMessage(),X,,,
"M:System.DirectoryServices.Protocols.LdapException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,LdapException,"GetObjectData(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.FastConcurrentBind,System.DirectoryServices.Protocols,LdapSessionOptions,FastConcurrentBind(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_AutoReconnect,System.DirectoryServices.Protocols,LdapSessionOptions,get_AutoReconnect(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_DomainName,System.DirectoryServices.Protocols,LdapSessionOptions,get_DomainName(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_HostName,System.DirectoryServices.Protocols,LdapSessionOptions,get_HostName(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_HostReachable,System.DirectoryServices.Protocols,LdapSessionOptions,get_HostReachable(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_LocatorFlag,System.DirectoryServices.Protocols,LdapSessionOptions,get_LocatorFlag(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_PingKeepAliveTimeout,System.DirectoryServices.Protocols,LdapSessionOptions,get_PingKeepAliveTimeout(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_PingLimit,System.DirectoryServices.Protocols,LdapSessionOptions,get_PingLimit(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_PingWaitTimeout,System.DirectoryServices.Protocols,LdapSessionOptions,get_PingWaitTimeout(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_ProtocolVersion,System.DirectoryServices.Protocols,LdapSessionOptions,get_ProtocolVersion(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_QueryClientCertificate,System.DirectoryServices.Protocols,LdapSessionOptions,get_QueryClientCertificate(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_ReferralCallback,System.DirectoryServices.Protocols,LdapSessionOptions,get_ReferralCallback(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_ReferralChasing,System.DirectoryServices.Protocols,LdapSessionOptions,get_ReferralChasing(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_ReferralHopLimit,System.DirectoryServices.Protocols,LdapSessionOptions,get_ReferralHopLimit(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_RootDseCache,System.DirectoryServices.Protocols,LdapSessionOptions,get_RootDseCache(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SaslMethod,System.DirectoryServices.Protocols,LdapSessionOptions,get_SaslMethod(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_Sealing,System.DirectoryServices.Protocols,LdapSessionOptions,get_Sealing(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SecureSocketLayer,System.DirectoryServices.Protocols,LdapSessionOptions,get_SecureSocketLayer(),X,X,X,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SecurityContext,System.DirectoryServices.Protocols,LdapSessionOptions,get_SecurityContext(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SendTimeout,System.DirectoryServices.Protocols,LdapSessionOptions,get_SendTimeout(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_Signing,System.DirectoryServices.Protocols,LdapSessionOptions,get_Signing(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SslInformation,System.DirectoryServices.Protocols,LdapSessionOptions,get_SslInformation(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_SspiFlag,System.DirectoryServices.Protocols,LdapSessionOptions,get_SspiFlag(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_TcpKeepAlive,System.DirectoryServices.Protocols,LdapSessionOptions,get_TcpKeepAlive(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.get_VerifyServerCertificate,System.DirectoryServices.Protocols,LdapSessionOptions,get_VerifyServerCertificate(),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_AutoReconnect(System.Boolean),System.DirectoryServices.Protocols,LdapSessionOptions,set_AutoReconnect(Boolean),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_DomainName(System.String),System.DirectoryServices.Protocols,LdapSessionOptions,set_DomainName(String),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_HostName(System.String),System.DirectoryServices.Protocols,LdapSessionOptions,set_HostName(String),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_LocatorFlag(System.DirectoryServices.Protocols.LocatorFlags),System.DirectoryServices.Protocols,LdapSessionOptions,set_LocatorFlag(LocatorFlags),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_PingKeepAliveTimeout(System.TimeSpan),System.DirectoryServices.Protocols,LdapSessionOptions,set_PingKeepAliveTimeout(TimeSpan),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_PingLimit(System.Int32),System.DirectoryServices.Protocols,LdapSessionOptions,set_PingLimit(Int32),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_PingWaitTimeout(System.TimeSpan),System.DirectoryServices.Protocols,LdapSessionOptions,set_PingWaitTimeout(TimeSpan),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_ProtocolVersion(System.Int32),System.DirectoryServices.Protocols,LdapSessionOptions,set_ProtocolVersion(Int32),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_QueryClientCertificate(System.DirectoryServices.Protocols.QueryClientCertificateCallback),System.DirectoryServices.Protocols,LdapSessionOptions,set_QueryClientCertificate(QueryClientCertificateCallback),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_ReferralCallback(System.DirectoryServices.Protocols.ReferralCallback),System.DirectoryServices.Protocols,LdapSessionOptions,set_ReferralCallback(ReferralCallback),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_ReferralChasing(System.DirectoryServices.Protocols.ReferralChasingOptions),System.DirectoryServices.Protocols,LdapSessionOptions,set_ReferralChasing(ReferralChasingOptions),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_ReferralHopLimit(System.Int32),System.DirectoryServices.Protocols,LdapSessionOptions,set_ReferralHopLimit(Int32),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_RootDseCache(System.Boolean),System.DirectoryServices.Protocols,LdapSessionOptions,set_RootDseCache(Boolean),X,,,
M:System.DirectoryServices.Protocols.LdapSessionOptions.set_SaslMethod(System.String),System.DirectoryServices.Protocols,LdapSessionOptions,set_SaslMethod(String),X,,,
